headline,category,date,source,sentiment,sentiment_score
"U.S., Saudi Military Forces Failed to Detect Attack on Oil Facilities",middle east,2019-09-17 23:09:00,WSJ,NEGATIVE,0.9994162321090698
U.S. Tells Saudi Arabia Oil Attacks Were Launched From Iran,middle east,2019-09-17 21:41:00,WSJ,NEGATIVE,0.9810871481895448
Saudi Arabia Implicates Iran in Oil Attacks,middle east,2019-09-18 21:13:00,WSJ,NEGATIVE,0.9873942136764526
"To Keep Exports Flowing, Saudi Arabia Looks to Import Oil",middle east,2019-09-19 21:56:00,WSJ,NEGATIVE,0.9409236311912536
What We Know About the Saudi Oil Attacks,middle east,2019-09-20 21:55:00,WSJ,NEGATIVE,0.9681807160377502
Saudi Arabia Shows Depth of Damage to Its Oil Facilities,middle east,2019-09-20 19:53:00,WSJ,NEGATIVE,0.999542474746704
U.S. Sanctions Chinese Firms for Allegedly Shipping Iranian Oil,middle east,2019-09-25 21:25:00,WSJ,NEGATIVE,0.994797706604004
Attacks on Oil Facilities Threaten Fragile Saudi Economy,middle east,2019-09-25 16:36:00,WSJ,NEGATIVE,0.9938473105430604
U.S. Sanctions Russian Firm For Alleged Fuel Sales To Syria,middle east,2019-09-26 20:00:00,WSJ,NEGATIVE,0.9957213401794434
China Pulls Out of Giant Iranian Gas Project,middle east,2019-10-06 16:33:00,WSJ,NEGATIVE,0.9655311703681946
Johnson Prepares to Put Brexit Deal to Vote After Foiled First Try,europe,2019-10-20 23:17:00,WSJ,NEGATIVE,0.9638035893440248
Defense Chief Affirms U.S. Troop Shift to Syrian Oil Fields,middle east,2019-10-25 15:53:00,WSJ,POSITIVE,0.9809619784355164
Iran Calls Red Sea Oil-Shipping Routes Unsafe,middle east,2019-11-06 21:15:00,WSJ,NEGATIVE,0.9996069073677064
Protests Flare Across Iran After 50% Fuel-Price Increase,middle east,2019-11-16 05:01:00,WSJ,NEGATIVE,0.5993037223815918
Iran’s Supreme Leader Seeks to Calm Deadly Anger Over Fuel Price Rises,middle east,2019-11-17 20:56:00,WSJ,NEGATIVE,0.9874481558799744
Oil Firms Tighten Security After U.S. Kills Iranian General,middle east,2020-01-03 20:03:00,WSJ,NEGATIVE,0.9732699394226074
Iraq Oil Industry’s Progress Is Threatened by Tensions,middle east,2020-01-07 23:31:00,WSJ,NEGATIVE,0.9991637468338012
A Clearer Climate-Change Picture Emerges,science,2020-01-20 14:27:00,WSJ,POSITIVE,0.9979324340820312
Fired Saudi Oil Chief Falih Returns as Investment Minister,middle east,2020-02-25 17:14:00,WSJ,NEGATIVE,0.9861241579055786
"Saudi Arabia, Hit With Oil Collapse and Pandemic, Tosses Lifelines",middle east,2020-05-05 09:30:00,WSJ,NEGATIVE,0.992328941822052
Iran Leverages Oil to Court Other U.S. Rivals During Pandemic,middle east,2020-05-12 03:46:00,WSJ,POSITIVE,0.9725698828697203
Jobless Migrants Returning Home From Oil-Rich Countries,middle east,2020-05-23 16:49:00,WSJ,NEGATIVE,0.9916571378707886
Russian Fighters Help Tighten Rebel Control of Libya’s Largest Oil Field,middle east,2020-06-26 19:07:00,WSJ,NEGATIVE,0.7770660519599915
Russian Oil Grab in Libya Fuels U.S.-Kremlin Tensions,middle east,2020-07-26 14:00:00,WSJ,NEGATIVE,0.993872880935669
Environmental Groups Urge Fed to End Energy Bond Buying,central banks,2020-07-30 15:00:00,WSJ,NEGATIVE,0.8959038257598877
Israel Strikes Syrian Military Sites After It Reported Foiling Border Attack,middle east,2020-08-03 22:05:00,WSJ,NEGATIVE,0.9948866963386536
"With Belarus in Turmoil, Russia Sees Chance to Expand Its Influence",europe,2020-08-10 19:23:00,WSJ,POSITIVE,0.9988285899162292
"With U.S. Backing, Iraq Pushes for Energy Rapprochement With Saudis",middle east,2020-08-24 00:44:00,WSJ,NEGATIVE,0.915097951889038
"Senate Democrats Say Fed Should Do More on Climate Change, but See Progress",central banks,2020-08-25 20:09:00,WSJ,POSITIVE,0.9820241928100586
"As Covid-19 Fatigue Fuels Infections in Europe, Italy Resists Second Wave",europe,2020-09-22 11:00:00,WSJ,NEGATIVE,0.971894145011902
Decaying Yemen Oil Tanker at Risk of Spilling Into Red Sea,middle east,2020-10-02 15:48:00,WSJ,NEGATIVE,0.9990193843841552
Central Bank Leaders Embrace Climate Concerns as Key Policy Objective,central banks,2020-11-12 23:52:00,WSJ,POSITIVE,0.989072322845459
Video of Police Beating Black Man Roils France,europe,2020-11-27 20:24:00,WSJ,NEGATIVE,0.9479146003723145
Denmark to End Oil Exploration in Shift Away From Fossil Fuels,europe,2020-12-04 16:22:00,WSJ,POSITIVE,0.9397816061973572
"U.S., EU to Impose Sanctions on Turkey Over Missile System, Energy",europe,2020-12-11 03:58:00,WSJ,NEGATIVE,0.9318000078201294
Oil Tanker Attacked at Saudi Port Amid Iran Tensions,middle east,2020-12-14 22:08:00,WSJ,NEGATIVE,0.9895925521850586
Fed Says It Now Has Formal Membership in Global Climate Finance Group,central banks,2020-12-15 20:51:00,WSJ,POSITIVE,0.9598273634910583
