headline,category,date,sentiment_score
ECB Moves Roil Markets; Euro Soars, Markets,12/3/2015 21:14,0.998912692
Oil Prices Gain on Weaker Dollar, Oil Markets,12/3/2015 20:24,-0.991583824
Energy Future Wins Chapter 11 Plan Confirmation, Business,12/3/2015 19:05,0.999770224
Petrobras Scandal Added to Vantage Woes in Tough Oil Market, Business,12/4/2015 20:53,-0.992534518
Oil Falls Below $40 on OPEC Decision, Oil Markets,12/4/2015 20:10,-0.998597682
Iraq Oil Minister: OPEC Needs to See Iran Output Post-Sanctions, Markets,12/4/2015 18:55,-0.995132148
Oil Charges Dominate Turkey-Russia Rift, World,12/4/2015 18:54,-0.979640782
OPEC Decision Could Hit Oil Companies Even Harder, Oil Markets,12/4/2015 18:46,-0.99853158
Oil-Rig Count Slides for Third Consecutive Week, Oil Markets,12/4/2015 18:19,-0.994892955
OPEC Ministers Wrangle Over Oil Production, Oil Markets,12/4/2015 16:12,-0.99423486
Oil Prices Falter More; Small Rebound Expected, Oil Markets,12/7/2015 3:26,-0.999416828
"As Oil Keeps Falling, Nobody Is Blinking", Business,12/6/2015 23:56,-0.997923076
Arizona Solar Plant Continues Despite Parent Company Turmoil, Business,12/6/2015 23:30,0.99495244
Egyptian Gas Providers Ordered to Pay Israel $1.76 Billion, Middle East,12/6/2015 21:52,-0.984106779
Trust Poses Challenge for Reaching Paris Climate Accord, World,12/6/2015 18:19,0.928153098
Energy-Sector Rout Intensifies, Markets,12/8/2015 1:10,0.995102167
Woodside Drops $8.4 Billion Bid for Rival Oil Search, Business,12/8/2015 1:00,-0.999517441
China’s Climate Calculation, Review & Outlook,12/8/2015 0:20,0.964936852
Asian Morning Briefing: U.S. Stocks Fall as Oil Slides, Markets,12/7/2015 22:38,-0.999504924
Oil Falls to Near Seven-Year Lows, Oil Markets,12/7/2015 20:01,-0.999477804
Azerbaijan Searches for 30 Workers as Caspian Oil-Rig Fire Persists, Oil Markets,12/7/2015 16:19,-0.994782031
"Devon Energy, EnLink Midstream to Buy $4.05 Billion in Oil Assets", Business,12/7/2015 12:53,-0.760471404
Bernie’s Climate Honesty, Review & Outlook,12/9/2015 0:06,0.999794304
Brent Crude Falls; Oil Prices End at Nearly Seven-Year Lows, Oil Markets,12/8/2015 23:54,-0.999590576
Climate Talks Show Signs of Progress, World,12/8/2015 21:59,0.998341441
Oil Rout Accelerates Selloff in Master-Limited Partnerships, Markets,12/8/2015 21:14,-0.840345263
Oil Companies Could Struggle as Brent Dips Below Threshold, Oil Markets,12/8/2015 16:20,-0.998510778
Husky Energy Puts 2016 Capital Spending at up to C$3.1 billion, Business,12/8/2015 15:16,-0.965104163
Oil Prices Rise in Asia but Surge in U.S. Distillates Weighs, Oil Markets,12/10/2015 3:38,-0.984373569
VW Says Gasoline-Emissions Issue Smaller Than Suspected, Business,12/10/2015 1:07,-0.993609965
Oil Prices Fall for Fourth Straight Day, Oil Markets,12/10/2015 0:34,-0.996487617
Climate Negotiators Zero In on Key Issues, World,12/9/2015 20:32,-0.970030129
Oil Prices Recover After Positive U.S. Data, Oil Markets,12/9/2015 8:59,0.95780462
Bank of Japan Officials Fret Over Oil-Price Declines, Central Banks,12/9/2015 8:44,-0.994978487
Junk Fund’s Demise Fuels Concern Over Bond Rout, Markets,12/11/2015 1:16,-0.996750832
The Oil-Patch Bust, Review & Outlook,12/11/2015 0:36,-0.992147863
"Asian Morning Briefing: U.S. Stocks Climb, Paced by Energy Shares", Markets,12/10/2015 22:33,-0.979340792
Congress Discusses Possible End to  U.S. Oil-Export Ban, Politics,12/10/2015 21:03,0.772431016
OPEC’s Oil Output Hits Three-Year High, Oil Markets,12/10/2015 16:33,0.943729937
Oil Producing Countries Pummeled by $40 Crude, World,12/10/2015 15:06,-0.997825384
Oil’s Cash Cows Go on Auction Block, Oil Markets,12/10/2015 13:15,-0.988989949
Congress Likely to Lift Oil Export Ban in Spending Deal, Politics,12/11/2015 23:12,0.926355541
SEC Again Aims to Force Energy Companies to Disclose Payments to Governments, Markets,12/11/2015 18:30,-0.967921078
U.S. Oil-Rig Count Declines by 21, Oil Markets,12/11/2015 18:20,-0.999574602
Bank of Russia May Have to Tighten Policy if Oil Prices Stay Below $40 a Barrel, Central Banks,12/11/2015 13:27,-0.998656631
Compromises Make Global Climate Deal More Possible, World,12/11/2015 8:13,-0.94537431
Climate Deal’s Success Depends on Tough Choices, World,12/14/2015 4:30,-0.973792613
Obama Faces Political Fight at Home Over Climate Deal, World,12/13/2015 23:19,-0.503273964
Paris Climate of Conformity, Review & Outlook,12/13/2015 23:08,0.996894956
Business Supports Climate Deal With Varying Degrees of Enthusiasm, Business,12/13/2015 21:21,0.998082757
Scientists Hail Climate Pact as Key Step in Fight Against Warming, World,12/13/2015 17:34,0.995855391
Terrorism Fears Fuel France’s National Front, Europe,12/13/2015 8:38,-0.977702498
Asian Morning Briefing: U.S. Stocks Rise as Oil Rout Eases, Markets,12/14/2015 22:31,0.87684679
Cubic Energy Files for Bankruptcy, Business,12/14/2015 21:02,-0.999062836
U.S. Oil Prices Lift Off Multiyear Lows, Oil Markets,12/14/2015 20:47,-0.930755794
Chesapeake Energy Works on a Recovery Plan With Evercore, Business,12/14/2015 20:36,0.986044168
Bearish Factors Could Keep Oil Low, Oil Markets,12/14/2015 9:36,-0.99847585
China Suspends Oil-Product Price Adjustments, Markets,12/16/2015 3:10,-0.999183595
Mexican Firms Win Oil Contracts in Onshore Auction, Oil Markets,12/16/2015 2:10,0.966195524
The Global Battle for Oil Market Share, Commentary,12/15/2015 23:09,-0.954596043
Oil Prices Rise Off Multi-Year Lows, Oil Markets,12/15/2015 22:02,-0.972900093
Oil Inventories Expected to Fall, Markets,12/15/2015 21:57,-0.999243259
Kosovo Opposition Lawmakers Release Tear Gas in Parliament, Europe,12/15/2015 15:47,-0.975487471
Non-OPEC Supply Supports Oil Prices, Oil Markets,12/15/2015 10:29,0.557269156
Immediate Impact From Lifting of U.S. Oil Ban Unlikely, Oil Markets,12/17/2015 3:51,0.995586634
GE Points to Growth Despite Oil Slump, Business,12/16/2015 22:38,0.997315586
Oil Prices Fall on Record Supplies, Oil Markets,12/16/2015 21:04,-0.995175242
Deal to Lift Oil-Export Ban Comes With Environmental Concessions, Politics,12/16/2015 15:38,0.988977849
U.S. Push to End Oil-Export Ban Puts China in Slippery Situation, Markets,12/16/2015 13:14,-0.997690082
Egypt Dispute Threatens Israeli Gas Plan, Middle East,12/16/2015 10:46,-0.995279074
No Fear: Banks Bet on Energy Comeback, Oil Markets,12/16/2015 10:30,0.987345278
U.S. Oil Exporters Will Have to Fight for Asian Market Share, Oil Markets,12/16/2015 10:16,-0.961179137
Statoil Cancels Transocean Drillship Contract, Markets,12/17/2015 22:40,-0.999452531
Mexico Unveils First Deep-Water Oil Blocks for 2016 Auction, Business,12/17/2015 22:36,0.919238985
Oil Prices Fall as Stockpiles Rise, Oil Markets,12/17/2015 20:41,-0.998008668
TransCanada Increases Budget for Energy East Pipeline, Business,12/17/2015 15:10,0.939263165
Oil Prices Turn Lower as Rig Count Rises, Oil Markets,12/18/2015 20:50,-0.99839431
U.S. Oil-Rig Count Rises by 17, Oil Markets,12/18/2015 18:40,-0.831914663
"Congress Passes Spending Bill, Lifts Ban on Oil Exports", Politics,12/18/2015 17:02,0.906626582
Germany’s Merkel Defends Russian Gas Pipeline Plan, Europe,12/18/2015 15:20,-0.906089187
OPEC Sees Oil Prices Below $100 Long-Term, Oil Markets,12/18/2015 12:02,-0.993169665
U.S. Oil Exports Boost Prospects for Small Foreign Trading Houses, Oil Markets,12/18/2015 8:57,0.998538136
End of Oil-Export Ban Provides Blueprint for Compromise, Business,12/21/2015 4:04,-0.547815144
Biofuels Move From Lab to Frying Pan, Business,12/21/2015 1:12,0.985816479
Oil Prices Recoup Losses; Glut Fear Sustained, Oil Markets,12/22/2015 4:44,-0.991135001
Dividend Dilemma Hounds Energy Companies, Markets,12/22/2015 0:59,-0.996006429
Obama the Unilateral Climate Warrior, Commentary,12/22/2015 0:03,0.791563213
Oil Falls to Lowest Level Since 2004, Oil Markets,12/21/2015 20:53,-0.999527454
Iraq Seeks China Oil Tie-Up Ahead of Iran Flood, Oil Markets,12/21/2015 12:52,-0.984670877
Crude Prices Decline Further on Higher U.S. Oil Rig Count, Oil Markets,12/21/2015 5:22,-0.997947514
U.S. Stocks Rise as Oil Stabilizes, Markets,12/23/2015 0:30,0.866602838
How to Bet on Oil: Don’t, Oil Markets,12/22/2015 23:50,-0.994967759
Asian Morning Briefing: U.S. Stocks Rise as Oil Stabilizes, Markets,12/22/2015 22:31,0.709658802
"U.S., Global Oil Prices Reach Parity", Oil Markets,12/22/2015 22:23,-0.900203824
U.S. Crude-Oil Stockpiles Expected to Increase, Oil Markets,12/22/2015 22:10,0.749687672
Eni’s Goliat Arctic Oil Platform Faces Further Delay, Europe,12/22/2015 17:50,-0.999164939
Treasurys Lower as Oil Rebounds a Bit, Markets,12/22/2015 14:25,-0.999360025
Presidential Battle Fuels GOP Worries Over Senate, Politics,12/24/2015 0:41,-0.77811873
Low Oil Prices to Squeeze New Saudi Budget, Middle East,12/24/2015 0:01,-0.997513533
U.S. to Export Crude-Oil Cargo in Early January, Business,12/23/2015 22:18,-0.845212162
Oil Prices Rally on Supply Data, Oil Markets,12/23/2015 20:27,-0.990987122
U.S. Crude Supplies Plunge; Gasoline Stockpiles Rise, Oil Markets,12/23/2015 16:13,-0.941484392
Piedmont Natural Gas’s Fiscal-Year Profit Falls 4.7%, Business,12/23/2015 14:00,-0.997866213
"OPEC Predicts Oil-Price Rebound, Supply Cut", Oil Markets,12/23/2015 10:00,-0.993303955
French Gas Plant Attack Suspect Commits Suicide, Europe,12/23/2015 9:22,-0.997826874
Oil Prices Edge Up; Fundamental Remains Weak, Oil Markets,12/23/2015 5:13,-0.998382688
Oil Prices Higher as Trading Slows Ahead of Christmas, Oil Markets,12/24/2015 19:53,-0.999210835
Parallel Energy to Be Sold to Scout Energy, Business,12/24/2015 16:38,-0.990512908
Crude-Oil Prices Rise But Long-Term Outlook Still Bleak, Oil Markets,12/24/2015 5:30,-0.998554528
Subsidies for Cooking Oil, Review & Outlook,12/25/2015 17:50,-0.970527172
Energy Companies Gird for Weaker Prices in 2016, Business,12/25/2015 10:30,-0.980270267
Oil Rally Ends Amid Bleak Outlook for 2016, Oil Markets,12/28/2015 3:26,-0.997202277
"Saudi Arabia Cuts Spending, Raises Domestic Fuel Prices", Middle East,12/29/2015 2:33,0.579270184
Oil Prices Slip, Oil Markets,12/28/2015 20:57,-0.999744356
Saudi Arabia Sharply Raises  Domestic Fuel Prices, Oil Markets,12/28/2015 17:17,0.998100698
Crude Oil Prices Drop Lower As Larger U.S. Stockpiles Loom, Oil Markets,12/30/2015 3:17,-0.99866724
Oil Prices Rise Ahead of Supply Data, Oil Markets,12/29/2015 22:10,0.996838212
U.S. Crude-Oil Stocks Seen Decreasing in DOE Data, Oil Markets,12/29/2015 22:08,-0.998951435
Not Even OPEC Can Fix Oil Glut, Oil Markets,12/29/2015 18:17,-0.999568522
Crude Oil Prices Face More Downward Pressure, Oil Markets,12/31/2015 4:07,-0.998339534
Statoil Rig Workers Injured In North Sea Storm, Markets,12/31/2015 0:17,-0.988161087
Asian Morning Briefing: U.S. Stocks Slide Along With Oil, Markets,12/30/2015 22:30,-0.987300873
Energy Megadeals Were Scarce in 2015, Business,12/30/2015 20:22,-0.993216932
Oil Prices Fall on Oversupply Anxiety, Oil Markets,12/30/2015 20:19,-0.998615265
U.S. Crude Oil Inventories Unexpectedly Rise, Oil Markets,12/30/2015 20:12,0.993291378
Shell Pipes First Gas From Field off Ireland After Years of Setbacks, Business,12/30/2015 19:59,-0.951374114
Saudi Arabia Won’t Change Oil Production Policy, Oil Markets,12/30/2015 13:42,-0.994180322
U.S. Oil Prices End 2015 Down 30% for the Year, Oil Markets,12/31/2015 20:40,-0.998501301
North Sea Oil Rig Worker Dies Amid Extreme Weather, Europe,12/31/2015 12:56,-0.999521613
Saudi-Iranian Rift Complicates Bid to Calm Oil Markets, Middle East,1/4/2016 3:07,-0.9965868
Oil-Rich but Cash-Dry? This Banker Gets the Call, Oil Markets,1/4/2016 2:27,-0.974515855
Oil Prices Rise But Capped By Global Glut Concerns, Oil Markets,1/5/2016 4:00,-0.994362593
"Petrobras Struggles With Cheap Oil, High Debt", Business,1/5/2016 1:50,-0.997489095
ISIS Attacks Libyan Oil Terminals, World,1/4/2016 18:40,-0.993327141
"Puerto Rico to Skip Some Payments, Likely Prompting Turmoil", Markets,1/4/2016 16:55,-0.999408007
Swift Energy Launches Bankruptcy Turnaround Bid, Business,1/4/2016 13:25,-0.998132169
Oil Prices Slightly Up; U.S. Crude Inventory Data in Focus, Oil Markets,1/6/2016 3:48,-0.870298803
Saudi Arabia Cuts European Oil Prices as Middle East Tensions Grow, Oil Markets,1/6/2016 2:15,-0.993427038
Asian Morning Briefing: U.S. Stocks Steady After China Turmoil, Markets,1/5/2016 22:30,0.992472649
U.S. Crude-Oil Stockpiles Seen Up in Week, Oil Markets,1/5/2016 22:20,-0.986454606
Oil Slides to Two-Week Low on Signs of Weak Demand, Oil Markets,1/5/2016 22:07,-0.999711454
Libya Appeals for Help to Extinguish Burning Oil Tanks, World,1/5/2016 16:36,-0.975105226
"Crude Oil Falls Further, to Fresh Multiyear Lows", Oil Markets,1/7/2016 3:33,-0.999718964
Cutting a Path Through Emerging-Markets Turmoil, Markets,1/7/2016 0:54,0.995453954
Oil Firm Resists Oklahoma’s Call to Shut Down Wells, Business,1/7/2016 0:37,-0.98833257
Energy Companies Cut Drilling Budgets—and Are Punished, Markets,1/7/2016 0:30,-0.998971105
Gasoline’s Sharp Drop Ignites Energy-Market Rout, Markets,1/6/2016 23:51,0.997570813
Colt’s Bankruptcy Exit Roiled by Sciens Default, Business,1/6/2016 20:38,-0.998909116
Threat to Libya’s Oil Industry Grows, Middle East,1/6/2016 17:56,-0.992568552
U.S. Crude Supplies Fall; Gasoline Stockpiles Up, Oil Markets,1/6/2016 16:06,-0.999050438
Southwestern Energy Names New CEO, Business,1/6/2016 14:15,0.997833431
"Consol Energy, CNX Coal Cut Outlooks on Commodity Weakness", Business,1/6/2016 13:22,-0.994095802
Oil Prices Finish Below $34, Oil Markets,1/8/2016 1:38,-0.998476207
"Commodities Rout Forces Oil, Mining Firms to Cut Further", Business,1/8/2016 0:24,-0.916025519
The Recession Caused by Low Oil Prices, Commentary,1/8/2016 0:05,-0.999517202
Haven Assets Lose Luster as Refuge From Market Turmoil, Markets,1/7/2016 20:41,-0.999494553
"Despite Turmoil, Traders Say Investors Not in Panic Mode", Markets,1/7/2016 20:37,0.756649137
Norway Oil Fund Is Finding it Hard to Spend $6 Billion, Markets,1/7/2016 19:38,-0.999305606
Oil Could Sink Below $30 a Barrel, Oil Markets,1/7/2016 17:00,-0.999441087
Low Energy Prices Drive Greenbrier to Record Revenue, Business,1/7/2016 11:58,-0.995354176
Norway Oil Fund Drops Chinese Company Over Corruption Fears, Markets,1/7/2016 10:34,-0.997825563
"Oil, Industrial Metals Dragged Down by China’s Weakening Yuan", Markets,1/7/2016 7:08,-0.998945534
Nuclear Deal Fuels Iran’s Hard-Liners, Middle East,1/8/2016 23:10,-0.850244462
Kazakhstan’s $64 Billion Question: Will Oil Fund Disappear?, Markets,1/8/2016 21:49,-0.999106348
"Oil Prices Down on Dollar, Glut", Oil Markets,1/8/2016 21:31,-0.998034894
U.S. Oil Rig Count Falls by 20, Business,1/8/2016 18:25,-0.999582589
Norway to Review Oil Fund’s Equity Investment, Markets,1/8/2016 18:08,0.98355329
"REACT Energy Has Secured a 750,000 Euro Loan Facility", Business,1/8/2016 14:18,0.931485474
‘It’s Just a Mess’: China Turmoil Leaves Traders Gasping for Air, Markets,1/8/2016 11:59,-0.999384165
Fires at Libyan Oil Terminals Extinguished, Middle East,1/10/2016 3:30,-0.955176353
High-Cost Products Fuel Chinese Insurer’s Big Deals, Markets,1/11/2016 3:52,0.987001896
China Economy Concerns Weigh on Oil Prices, Oil Markets,1/11/2016 2:01,-0.970709801
"A New Semester, a New Approach to Campus Turmoil", Commentary,1/10/2016 21:22,0.995386302
Oil Skids to 12-Year Low, Oil Markets,1/12/2016 1:55,-0.99954164
Oil Prices Retreat More; Further Declines Expected, Oil Markets,1/12/2016 1:29,-0.999521732
Oil Plunge Sparks Bankruptcy Concerns, Business,1/12/2016 0:58,-0.998885095
Libya Plans Oil Loading at Eastern Port for First Time Since 2014, Oil Markets,1/11/2016 23:40,0.979033411
Canadian Oil Sands Seeks Bid Results From Suncor, Business,1/11/2016 14:13,-0.988596022
Oil Prices Regain Strength But Still on Shaky Ground, Oil Markets,1/13/2016 3:25,-0.993310094
"Amid Weak Oil Prices, Pemex Touts Its Rock-Bottom Production Costs", Oil Markets,1/13/2016 0:53,-0.99926275
Canadian Banks See Challenges in Oil’s Drop, Markets,1/12/2016 22:26,-0.985599875
"U.S. Oil Prices to Hold Below $50 a Barrel This Year and 2017, EIA Says", Oil Markets,1/12/2016 18:34,-0.992381036
GameStop’s Holiday Sales Fuel Concerns About Downloads, Earnings,1/12/2016 17:51,-0.988183856
Two Oil Companies’ Stock Offerings Draw Strong Demand, Markets,1/14/2016 0:47,0.999174535
U.S. Exports First Freely Traded Oil in 40 Years, Oil Markets,1/13/2016 18:48,0.991147995
Libya Meets With Oil Companies to Bolster Oil Recovery, Business,1/13/2016 18:47,0.998226106
U.S. Oil and Gasoline Inventories Rise, Oil Markets,1/13/2016 16:14,0.998546124
China Tightens Hold Over Energy Prices, Markets,1/13/2016 13:11,-0.901922762
Hilsenrath’s Take: Oil Price Drop Could Pressure Fed to Hold Off, Central Banks,1/13/2016 12:02,-0.994859576
Iran in Focus as Oil Prices Slide, Oil Markets,1/15/2016 4:01,-0.771402419
Oil Rout Forces Companies to Delay Decisions on $380 Billion in Projects, Business,1/15/2016 3:58,-0.998653889
"$15 Oil? It’s Already Here, in Canada", Markets,1/15/2016 0:41,-0.99257189
"YPF, American Energy Partners to Develop Argentina Oil, Gas Projects", Business,1/14/2016 23:37,0.973947048
Asian Morning Briefing: Energy Shares Lead Broad Stock Rally, Markets,1/14/2016 22:33,-0.859630883
Oil Prices Rise, Oil Markets,1/14/2016 22:03,0.995284259
Glitch Delays Cheniere’s Natural-Gas Exports, Business,1/14/2016 21:25,-0.999707878
Energy Sector’s Junk Bonds Continue to Suffer, Markets,1/14/2016 20:11,-0.999727547
"Brazil Central Bank Faces Tough Choice Amid Economic, Political Turmoil", Central Banks,1/14/2016 18:51,-0.990124285
Fed’s Bullard Says Low Oil Prices Could Slow Pace of Rate Increases, Central Banks,1/14/2016 17:26,-0.998232067
Oil Companies Deferred Decisions on $380B in Projects, Oil Markets,1/14/2016 12:38,-0.933539331
Fatal Explosion at Nexen Energy Facility, Business,1/16/2016 3:41,-0.998017907
Cnooc’s Nexen Reports Explosion at Oil Sands Facility, Business,1/16/2016 3:19,-0.92951858
More Energy Loans Turn Sour, Markets,1/16/2016 0:52,-0.99960202
GOP Field Tilts Rightward on Climate Change, Politics,1/16/2016 0:12,0.988881767
$29 Oil and the Dollar, Review & Outlook,1/15/2016 23:56,-0.580545485
Williams Cos. Reiterates Commitment to Energy Transfer Deal, Business,1/15/2016 23:49,0.786049008
Duke Energy Reaches Pact on Coal-Gasification Plant, Business,1/15/2016 23:32,0.909666836
Oil Prices Fall Below $30 a Barrel, Oil Markets,1/15/2016 21:01,-0.99893707
North Dakota Oil Production Edges Up in November, Oil Markets,1/15/2016 19:45,-0.898437262
"As Iran Prepares to Sell Its Oil, Officials Look at Ways to Bolster the Price", Oil Markets,1/15/2016 19:19,0.866996825
Church of England and New York State Fund to Press Exxon on Climate Change, Business,1/15/2016 16:28,-0.603505254
"Wynn Results Sees Profit Falling In Macau, Growing In Vegas", Business,1/15/2016 14:29,-0.987365723
"Dollar Mixed on Flight to Safe Haven Following Oil, China Woes", Markets,1/15/2016 12:31,-0.99635601
BHP Billiton to Take Big Charge on U.S. Onshore Energy Assets, Business,1/15/2016 7:18,0.996773183
Cnooc Oil-Sands Operation in Canada to Remain Shut, Business,1/16/2016 21:02,-0.999314308
Oil Market Down on News Iran to Supply Global Oil Market, Oil Markets,1/18/2016 1:57,-0.995920062
Iran Tempers Expectations on Oil’s Return, Markets,1/17/2016 17:03,-0.947825789
"Cooperation Among Oil Producers Will Take Time, Says Saudi Minister", Oil Markets,1/17/2016 11:20,-0.947069764
Oil Futures Mixed Despite China’s Slow GDP Growth, Oil Markets,1/19/2016 4:50,-0.989431381
Arctic Oil Shipper Primorsk Files for Bankruptcy, Business,1/19/2016 1:53,-0.999245763
Search for Clues After Deadly Blast at Nexen Oil-Sands Plant, Business,1/19/2016 0:03,-0.992580891
"Oil Extends Slide, Hovers Near $30", Oil Markets,1/18/2016 22:29,-0.956129491
"Suncor, Canadian Oil Sands Reach $2.92 Billion Deal", Business,1/18/2016 19:28,-0.676371396
"UAE Minister: Iran Can Pump Oil if It Wants, But It Will Worsen Global Glut", Oil Markets,1/18/2016 18:24,-0.999162436
Shell Quits Major UAE Gas Project, Business,1/18/2016 17:28,-0.999438822
"Global Stocks Edge Lower on China, Oil Prices", Markets,1/18/2016 16:58,-0.997983694
OPEC Says Weak Oil Prices to Curb Output, Markets,1/18/2016 13:08,-0.998920321
Ruble Falls as Oil Prices Continue to Slide, Markets,1/18/2016 7:47,-0.999612749
ECB Finds Global Market Turmoil Blunting QE Weapon, Central Banks,1/18/2016 5:01,-0.98440659
"Husky Energy Slashes Budget, Suspends Dividend", Business,1/20/2016 0:26,-0.999112189
Eni’s Arctic Oil Field Approved After Delays and Overruns, Business,1/19/2016 21:44,-0.920583069
Total CEO Warns of Weaker Profit Amid Oil Price Collapse, Business,1/19/2016 21:24,-0.998432934
U.S. Oil Divided on Meaning of End of Iran Sanctions, Oil Markets,1/19/2016 20:18,-0.900212049
Delta Swings to Profit on Lower Fuel Costs, Earnings,1/19/2016 19:42,-0.957100928
Energy Drags on Comerica Earnings, Markets,1/19/2016 18:03,-0.999397755
Statoil Nearly Halves Costs of Delayed Arctic Project, Oil Markets,1/19/2016 15:38,-0.978568494
Iran Follows Saudi Oil-Price Cut in Europe, Markets,1/19/2016 15:15,-0.959702492
Oil Market Could ‘Drown in Oversupply’, Markets,1/19/2016 12:28,-0.999316096
Crude Prices Rise on Short-Covering; U.S. Oil Data in Focus, Oil Markets,1/21/2016 4:36,-0.987743497
Origin Energy Reassures Market About its Finances, Oil Markets,1/21/2016 3:20,0.994812012
Sandridge Energy Agrees to Shut Several Oklahoma Wells, Business,1/21/2016 0:29,-0.861798167
AltaGas Plans Propane Export Terminal on Canada’s Pacific Coast, Business,1/20/2016 22:18,-0.716273069
Analysts Forecast Rise in Crude-Oil Inventories, Oil Markets,1/20/2016 21:59,0.901934624
U.S. Consumer Prices Fall 0.1%; Low Oil Prices Help Rein in Inflation, Economic Data,1/20/2016 20:12,-0.996272445
Israel Foils Attack Allegedly Plotted by Son of Hezbollah Leader, World,1/20/2016 17:51,-0.787697792
Genel Energy Eyes Lower Oil Output, Business,1/20/2016 14:56,-0.998834431
Saudi Aramco Set for Chinese Energy Deals, Business,1/20/2016 14:49,-0.931291044
Norway Oil Fund Supports Shell-BG Group Merger, Business,1/20/2016 14:01,0.949549615
Cheap Oil Driving Long-Needed Gulf Reforms, Oil Markets,1/20/2016 13:40,-0.99181819
"Santos Flags Writedowns, Ability to Ride Out Oil-Price Slump", Oil Markets,1/22/2016 3:35,0.556087613
Oil Prices Rise; Gains Likely Temporary, Oil Markets,1/22/2016 2:02,-0.906924307
Energy-Market Slump Weighs on Big Railroads, Business,1/22/2016 1:13,-0.999604523
Fueling the Trump-Cruz Divorce, Review & Outlook,1/22/2016 0:00,-0.988961637
"United, Southwest Get a Lift From Low Oil Prices", Business,1/21/2016 22:47,0.99459368
Oil Prices Notch Biggest Gains Since October, Oil Markets,1/21/2016 20:36,0.989213169
Union Pacific Profit Hurt by Energy, Earnings,1/21/2016 19:09,-0.99820888
Libya’s NOC Says Oil Fire an ‘Environmental Catastrophe’, Oil Markets,1/21/2016 17:03,-0.996696353
"Saudi Arabia Most Resilient Oil Producer, Says Aramco Head", Oil Markets,1/21/2016 14:43,0.990363061
"Southwestern Energy to Lay Off or Trim Roles of 1,100 Workers", Business,1/21/2016 13:56,-0.94009757
Lower Fuel Costs Help J.B. Hunt Profit, Earnings,1/21/2016 13:34,0.942929685
United Continental Profit Rises on Lower Fuel Costs, Earnings,1/21/2016 13:22,-0.905114949
Southwest Profit Soars on Cheap Fuel, Earnings,1/21/2016 12:01,-0.961835265
East Coast Snowstorm Boosts Natural-Gas Producers, Markets,1/22/2016 21:46,0.999318123
"Oil Rallies Above $32 a Barrel on Storm, Stimulus", Oil Markets,1/22/2016 21:19,-0.971169114
U.S. Oil Rig Count Falls by 5, Markets,1/22/2016 18:28,-0.999563515
"Rules Proposed to Cut Methane Waste from Oil, Gas Output", Politics,1/22/2016 18:17,-0.990966856
Oil Prices Weigh on GE’s Core Business, Earnings,1/22/2016 15:20,0.932931006
Chesapeake Energy Suspends Dividends on Preferred Stock, Business,1/22/2016 13:34,-0.999324083
Iranian Oil Set to Return to Europe Next Month, World,1/22/2016 11:30,-0.818194687
"Powered by Oil Rally, Ringgit Makes a Run for the Gate", Markets,1/22/2016 5:31,0.618742466
Iran Makes First Post-Sanctions Sale of Oil to Europe, Markets,1/23/2016 13:34,0.985663652
The Climate Snow Job, Commentary,1/24/2016 19:45,-0.863137841
Oil Price Decline Pricks Last Week’s Tiny Bubble of Hope, Oil Markets,1/26/2016 1:52,-0.982763886
Asian Morning Briefing: U.S. Stocks Fall as Oil Slides, Markets,1/25/2016 22:32,-0.999504924
"Oil Prices Fall on Chinese Data, Saudi Comments", Oil Markets,1/25/2016 20:59,-0.998706341
"Oil, Stocks in Tightest Lockstep in 26 Years", Markets,1/25/2016 19:39,-0.957682669
"Yen, Euro Gain on Renewed Drop in Oil, Stocks", Markets,1/25/2016 16:38,-0.54806298
Canada’s Carbon Cap May Crimp Oil Giants’ New Reserves, Business,1/25/2016 14:54,-0.973319411
Hilsenrath’s Take: Central Bankers Signal Calm About Market Turmoil, Central Banks,1/25/2016 12:01,0.992533088
Saudi Aramco Sees Demand Growth Stabilizing Oil Market, Markets,1/25/2016 9:46,0.952613533
Oil Prices Head Lower; US Inventory Data in Focus, Oil Markets,1/27/2016 3:45,-0.999382496
"Amid Weak Energy Prices, Mexico Tweaks Oil Auctions", Oil Markets,1/27/2016 0:58,-0.981024623
Cheap Gas Pinches Power Generators, Business,1/27/2016 0:29,-0.999102116
Where Have All the Oil ‘Speculators’ Gone?, Commentary,1/27/2016 0:12,-0.999498844
Second Worker Dies After Explosion at Cnooc Oil-Sands Plant, Business,1/26/2016 23:07,-0.9995839
Asian Morning Briefing: Stocks End Higher on Oil Rebound, Markets,1/26/2016 22:31,-0.958948672
Analysts Forecast Rise in Crude-Oil Stockpiles, Markets,1/26/2016 22:17,-0.829081595
"Noble Energy to Slash Dividend, Capital Spending", Earnings,1/26/2016 22:07,0.998569012
Oil Prices Rise on Hint of Supply Cuts, Oil Markets,1/26/2016 22:04,-0.956118941
U.S. Objects to Swift Energy Asset-Sale Plan, Business,1/26/2016 19:44,-0.855959713
Iran Seeks Rapid Reboot for Gas Exports, Markets,1/26/2016 15:19,-0.982709289
OPEC Members Defend Oil Output Strategy, Oil Markets,1/26/2016 14:37,0.717357039
Saudi Aramco Expects Oil Prices to Pick Up, Business,1/26/2016 14:20,-0.998593032
Dong Energy Takes $2.3 Billion Write-down on Oil Assets, Business,1/26/2016 12:11,-0.999032855
