headline,category,date,source,sentiment,sentiment_score
"Lower Oil Prices Help Truck Demand, Paccar Says", Earnings,2015-01-30 20:31:00,WSJ,NEGATIVE,0.9937102794647217
"Consol Energy Posts Higher Revenue, Production", Earnings,2015-01-30 12:32:00,WSJ,POSITIVE,0.9812505841255188
Morgan Stanley Shops Oil-Storage Unit Again, Markets,2015-02-02 00:19:00,WSJ,NEGATIVE,0.9710721969604492
Kidnapped Libyan Oil Official Released After Two Weeks, World,2015-02-01 23:42:00,WSJ,NEGATIVE,0.9935194849967957
The Alarming Thing About Climate Alarmism, Commentary,2015-02-01 23:14:00,WSJ,NEGATIVE,0.9913429021835327
"Chairman, CEO of Greece’s Eurobank Ergasias Resign", Markets,2015-02-01 22:46:00,WSJ,NEGATIVE,0.9984850287437439
Money-Laundering Fears Fuel an RBC Retreat, Markets,2015-02-03 00:48:00,WSJ,NEGATIVE,0.999596893787384
Oil Prices Hurt Exxon’s Profits, Earnings,2015-02-03 00:01:00,WSJ,NEGATIVE,0.9997323155403137
Energy Savers Pose Threat to Power Grid, Business,2015-02-02 22:13:00,WSJ,NEGATIVE,0.9971223473548889
Asia’s Oil Giants Rethink Spending Plans, Business,2015-02-02 21:40:00,WSJ,NEGATIVE,0.927484929561615
Three More Energy Companies in Texas Warn of Layoffs, Business,2015-02-02 21:38:00,WSJ,NEGATIVE,0.9934768080711365
"Oil Rallies, Despite Strikes, Data", Oil Markets,2015-02-02 21:13:00,WSJ,NEGATIVE,0.944187343120575
Imperial Oil Profit Falls 36%, Earnings,2015-02-02 15:00:00,WSJ,NEGATIVE,0.9985839128494263
"As Oil Prices Climb, Some Harbor Doubts", Markets,2015-02-04 00:38:00,WSJ,NEGATIVE,0.9817668795585632
EPA Says Low Oil Prices Should Be Weighed in Keystone Decision, Politics,2015-02-03 22:40:00,WSJ,NEGATIVE,0.9983484745025635
Oil Prices Surge 7%, Oil Markets,2015-02-03 22:01:00,WSJ,POSITIVE,0.9132970571517944
BP Posts Loss Amid Oil Rout, Europe,2015-02-03 21:30:00,WSJ,NEGATIVE,0.9995691180229187
Analysts Blow Calls on Oil Stocks, Markets,2015-02-05 01:55:00,WSJ,NEGATIVE,0.9932882189750671
Oil Falls With Supply Near 80-Year Highs, Oil Markets,2015-02-04 21:56:00,WSJ,NEGATIVE,0.9983224272727966
Gunmen Storm Libyan Oil Field, Middle East,2015-02-04 20:44:00,WSJ,NEGATIVE,0.970183789730072
Statoil Names Sætre CEO, Business,2015-02-04 07:36:00,WSJ,POSITIVE,0.938097357749939
Linn Energy: SEC Closes Inquiry Related to Berry Petroleum Deal, Business,2015-02-05 23:07:00,WSJ,NEGATIVE,0.9611711502075195
Oil Price Plunge to Affect Mexico’s Private Tenders, Business,2015-02-05 20:44:00,WSJ,NEGATIVE,0.993777871131897
Natural Gas Prices Sink on Smaller-Than-Expected Stockpile Drain, Markets,2015-02-05 19:54:00,WSJ,NEGATIVE,0.9996829032897949
Norway Oil Fund Divests Risky Assets, Business,2015-02-05 16:07:00,WSJ,NEGATIVE,0.9886245727539062
Banker Takes Helm of Brazil’s Troubled Oil Giant, Business,2015-02-07 00:22:00,WSJ,POSITIVE,0.9972962737083435
Statoil Steps Up Cost-Cuts After Loss, Europe,2015-02-06 13:24:00,WSJ,POSITIVE,0.9902127385139465
Kurdistan Oil Earnings Prove Elusive, Business,2015-02-09 00:41:00,WSJ,NEGATIVE,0.923851728439331
Oil-Price Rebound Predicted, Markets,2015-02-10 01:51:00,WSJ,NEGATIVE,0.9419174194335938
"Plunge in Oil Prices Unlikely to Last Much Longer, IEA Says", Oil Markets,2015-02-10 01:00:00,WSJ,NEGATIVE,0.9943739175796509
The Feel-Good Folly of Fossil-Fuel Divestment, Commentary,2015-02-10 00:18:00,WSJ,POSITIVE,0.9908776879310608
S&P Cuts Ratings of Oil-Dependent Countries, Markets,2015-02-09 20:54:00,WSJ,NEGATIVE,0.9994532465934753
"Oil Rises on Optimism For Higher Demand, Lower Supply", Oil Markets,2015-02-09 20:28:00,WSJ,POSITIVE,0.9916419982910156
"American Airlines Raises Fuel-Cost Guidance, Traffic Falls in January", Business,2015-02-09 14:14:00,WSJ,NEGATIVE,0.9994326233863831
"C&J Energy, Nabors Cut Deal Price", Business,2015-02-09 13:50:00,WSJ,NEGATIVE,0.9818331003189087
Oil Tumbles on Oversupply Concerns, Oil Markets,2015-02-10 22:20:00,WSJ,NEGATIVE,0.9993876218795776
Wells Fargo Says Energy Is Small Part of Loan Book, Markets,2015-02-10 21:09:00,WSJ,NEGATIVE,0.9864016175270081
Energy Future to Float New Restructuring Proposal, Business,2015-02-10 17:14:00,WSJ,POSITIVE,0.9424973130226135
Bulgaria to Tender 2 Oil & Gas Blocks, Business,2015-02-10 15:33:00,WSJ,POSITIVE,0.9662985801696777
Talisman Hit With $1.4B of Charges on Slumping Oil Prices, Earnings,2015-02-10 13:28:00,WSJ,NEGATIVE,0.9990081191062927
Cheaper Gas? Politicians Want a Tax Fill-Up, Commentary,2015-02-12 00:19:00,WSJ,NEGATIVE,0.9988964796066284
Oil Prices Slide, Oil Markets,2015-02-11 21:41:00,WSJ,NEGATIVE,0.9894586801528931
Tullow Suspends Dividend Amid Oil Rout, Business,2015-02-11 11:26:00,WSJ,NEGATIVE,0.9994202852249146
WPX Energy Cuts 2015 Capital Plan to $725 Million, Business,2015-02-12 23:28:00,WSJ,NEGATIVE,0.996947705745697
"Oil Rises on Weak Dollar, Warnings", Oil Markets,2015-02-12 20:32:00,WSJ,NEGATIVE,0.997357189655304
"Global Oil Demand Expected to Grow in 2015, Says Shell CEO", Markets,2015-02-12 14:39:00,WSJ,POSITIVE,0.9888511300086975
Oil Prices Gain on Hopes for European Demand, Oil Markets,2015-02-13 20:51:00,WSJ,POSITIVE,0.9192536473274231
Two Libyan Oil Fields Attacked, World,2015-02-13 19:23:00,WSJ,NEGATIVE,0.9953247308731079
Energy Future Seeks Court Approval to Pay Down Debt, Business,2015-02-13 19:16:00,WSJ,NEGATIVE,0.949946403503418
Global Climate Talks Lead to Watered-Down Text, World,2015-02-13 18:39:00,WSJ,NEGATIVE,0.9995654225349426
Giant Oil Field Spells Promise for Statoil, Business,2015-02-13 16:30:00,WSJ,POSITIVE,0.9988393187522888
Train Carrying Crude Oil Derails in Ontario, Business,2015-02-15 18:57:00,WSJ,NEGATIVE,0.9967607855796814
Marathon Oil Further Reduces Projected 2015 Capital Spending, Earnings,2015-02-18 23:31:00,WSJ,NEGATIVE,0.9991288781166077
Explosion at Exxon Refinery Raises Gas-Price Fears, Business,2015-02-18 22:43:00,WSJ,NEGATIVE,0.9955711960792542
Oil Prices Fall, Oil Markets,2015-02-18 22:16:00,WSJ,NEGATIVE,0.9995754361152649
Rail Line Reopens After Ontario Crude-Oil Train Derailment, Business,2015-02-18 19:12:00,WSJ,NEGATIVE,0.7522678375244141
Pemex Moves to Dissuade Fuel Thieves, Business,2015-02-18 18:38:00,WSJ,NEGATIVE,0.9986051917076111
Eni’s Earnings Latest Victim of Falling Oil Prices, Earnings,2015-02-18 17:49:00,WSJ,NEGATIVE,0.9988545179367065
Duke Energy Profit Falls; Gives Muted 2015 Outlook, Earnings,2015-02-18 12:48:00,WSJ,NEGATIVE,0.9993521571159363
Eni Hit by Lower Oil Price, Earnings,2015-02-18 07:38:00,WSJ,NEGATIVE,0.9991757273674011
New Media Investment to Buy Owner of Las Vegas Review-Journal, Business,2015-02-20 00:41:00,WSJ,NEGATIVE,0.621121346950531
Oil-Price Pain Hits Saudi Aramco, Business,2015-02-19 20:36:00,WSJ,NEGATIVE,0.9982362985610962
Oil’s Volatility Reflects Debate: Is Worst Over?, Oil Markets,2015-02-19 20:32:00,WSJ,NEGATIVE,0.9980098605155945
Noble Energy’s Revenue Falls, Business,2015-02-19 19:01:00,WSJ,NEGATIVE,0.9996262788772583
Mexico’s Cemex Sets Up New Electricity Unit, Business,2015-02-19 18:43:00,WSJ,POSITIVE,0.9848568439483643
OMV Posts Loss on Falling Oil Prices, Business,2015-02-19 17:22:00,WSJ,NEGATIVE,0.9993017911911011
U.S. Oil-Rig Count Falls, Business,2015-02-20 18:37:00,WSJ,NEGATIVE,0.9997249245643616
Mideast Unrest Fuels Defense Boom, Business,2015-02-20 18:18:00,WSJ,NEGATIVE,0.8001538515090942
Ivanhoe Energy Files For Bankruptcy Protection, Business,2015-02-20 13:20:00,WSJ,NEGATIVE,0.9982220530509949
Cabot Oil Slashes Capital Budget, Earnings,2015-02-20 13:18:00,WSJ,NEGATIVE,0.9994993209838867
Clashes Continue Over Jet Fuel-Tank Fixes, Business,2015-02-23 01:06:00,WSJ,NEGATIVE,0.997340738773346
Calgary Feels the Chill From Oil Slump, Markets,2015-02-23 00:07:00,WSJ,NEGATIVE,0.9993962049484253
Afghan Fuel Probe Tests New Leader, World,2015-02-25 02:00:00,WSJ,NEGATIVE,0.9705354571342468
Libya’s Largest Oil Field Shut Down Again, World,2015-02-24 18:52:00,WSJ,NEGATIVE,0.9995520710945129
EU Seeks Meeting on New Ukraine-Russia Gas Dispute, Europe,2015-02-25 13:20:00,WSJ,POSITIVE,0.7821299433708191
Oil Demand Seen as Growing, Markets,2015-02-25 13:05:00,WSJ,POSITIVE,0.9724695682525635
Brussels Seeks More Say in Energy Talks, Europe,2015-02-25 07:21:00,WSJ,NEGATIVE,0.9954099059104919
Oil’s Plunge Clouds Outlook for WorleyParsons, Earnings,2015-02-25 05:36:00,WSJ,POSITIVE,0.5873875617980957
Oil Storage Sinks as Price Bobs, Oil Markets,2015-02-27 04:51:00,WSJ,NEGATIVE,0.9997482895851135
KKR’s Struggling Energy Firm Weighs Debt Options, Business,2015-02-26 23:13:00,WSJ,NEGATIVE,0.8869305849075317
Oil Prices Fall Sharply, Oil Markets,2015-02-26 20:41:00,WSJ,NEGATIVE,0.9996036887168884
Premier Oil Looking To Acquire U.K. North Sea Assets, Business,2015-02-26 19:32:00,WSJ,POSITIVE,0.9035605192184448
U.K. Business Investment Dragged Down by Oil Sector, Europe,2015-02-26 18:26:00,WSJ,NEGATIVE,0.9997192025184631
Maersk Group Has No Plans to Dispose of Maersk Oil, Europe,2015-02-26 16:06:00,WSJ,NEGATIVE,0.998124897480011
"Russia Has Cut Gas Supplies, Says Ukraine’s Naftogaz", Business,2015-02-26 15:10:00,WSJ,NEGATIVE,0.9980952143669128
Sempra Energy Earnings Rise on Latin America Growth, Earnings,2015-02-26 14:34:00,WSJ,POSITIVE,0.9993896484375
Maersk Mulls Ordering 11 New Megaships in Second Quarter, Business,2015-02-26 13:37:00,WSJ,NEGATIVE,0.9620767831802368
Iberdrola Buys U.S. Power and Gas Distributor UIL, Business,2015-02-26 13:28:00,WSJ,NEGATIVE,0.9318310022354126
World Cup Fueled Brazil AmBev’s  Investments, Business,2015-02-26 13:27:00,WSJ,POSITIVE,0.9985730648040771
U.S. Oil Prices Soar, Oil Markets,2015-02-27 20:25:00,WSJ,POSITIVE,0.9758878350257874
U.S. Oil Rig Count Drops Again, Markets,2015-02-27 18:16:00,WSJ,NEGATIVE,0.9990770816802979
Valero Energy Partners to Buy Subsidiaries for $671 Million, Business,2015-02-27 17:53:00,WSJ,POSITIVE,0.7995834946632385
Russia Weighs Chinese Investment in Energy Reserves, World,2015-02-27 17:33:00,WSJ,NEGATIVE,0.5657557249069214
"Airstrikes, Oil Prices Hit ISIS Funding", World,2015-02-27 16:21:00,WSJ,NEGATIVE,0.9962992072105408
Icahn Investments Hit by Energy, Markets,2015-02-27 13:53:00,WSJ,NEGATIVE,0.916109025478363
Malaysian Oil Firm Suffers First Quarterly Loss, Earnings,2015-02-27 13:33:00,WSJ,NEGATIVE,0.999248206615448
NRG Energy Swings to Profit, Business,2015-02-27 13:01:00,WSJ,NEGATIVE,0.7645641565322876
RWE to Proceed With North Sea Gas Deal, Europe,2015-03-01 17:18:00,WSJ,NEGATIVE,0.9101929068565369
Crude on Derailed Train Contained High Level of Gas, Business,2015-03-02 23:54:00,WSJ,NEGATIVE,0.9833633899688721
Russia Agrees Ukraine Gas Spat Won’t Endanger EU’s Supply, World,2015-03-02 23:35:00,WSJ,POSITIVE,0.9845088124275208
U.S. Oil Prices Fall, Oil Markets,2015-03-02 20:43:00,WSJ,NEGATIVE,0.9995957016944885
PSE&G Proposes $1.6 Billion Upgrade for Gas Infrastructure, Business,2015-03-02 15:27:00,WSJ,NEGATIVE,0.7669289708137512
Kinder Morgan’s Oil Pipeline Plan Hits Mountain, Business,2015-03-04 00:57:00,WSJ,POSITIVE,0.595418393611908
Oil Prices Settle Higher, Oil Markets,2015-03-03 22:21:00,WSJ,POSITIVE,0.8699873685836792
American Eagle Energy Skips Interest Payment, Business,2015-03-03 18:57:00,WSJ,NEGATIVE,0.9992544054985046
Libyan Oil Production Jumps Despite New Attacks on Fields, Markets,2015-03-03 17:59:00,WSJ,POSITIVE,0.9295971989631653
Dos Santos Tries to Foil Caixabank’s Bid for BPI, Markets,2015-03-03 15:36:00,WSJ,NEGATIVE,0.9987344145774841
Lukoil Hurt by Falling Oil Price, Business,2015-03-03 14:21:00,WSJ,NEGATIVE,0.9990732669830322
Dozens of Miners Dead or Missing After Suspected Methane-Gas Blast in Eastern Ukraine, World,2015-03-05 03:54:00,WSJ,NEGATIVE,0.9956322312355042
The Political Assault on Climate Skeptics, Commentary,2015-03-04 23:50:00,WSJ,NEGATIVE,0.9964085221290588
Libya Declares Force Majeure Over Oil Region, Middle East,2015-03-04 22:05:00,WSJ,NEGATIVE,0.8260383009910583
U.S. Oil Prices Rise, Oil Markets,2015-03-04 20:35:00,WSJ,POSITIVE,0.9895073771476746
Shell’s Ollila Says Society Must Find ‘Middle Way’ on Climate Change, Business,2015-03-04 19:30:00,WSJ,NEGATIVE,0.85977703332901
Oil Companies Begin to Give Up on Yemen, Business,2015-03-04 14:52:00,WSJ,NEGATIVE,0.9883163571357727
Energy Companies Seek Conversations With Banks on Evaluating Collateral, Business,2015-03-05 23:43:00,WSJ,NEGATIVE,0.7744194865226746
U.S. Oil Prices Slip, Oil Markets,2015-03-05 20:59:00,WSJ,NEGATIVE,0.9997151494026184
Ukraine Wants EU to Help Pay to Store Gas, Europe,2015-03-05 20:32:00,WSJ,NEGATIVE,0.9895434379577637
Swiss Firm Shipped Oil on Derailed Train, Business,2015-03-06 22:57:00,WSJ,NEGATIVE,0.9966578483581543
"U.S. Oil Prices Fall After Jobs, Drilling Data", Oil Markets,2015-03-06 21:01:00,WSJ,NEGATIVE,0.998389482498169
Two Missing After Attack on Libya Oil Field, World,2015-03-07 21:25:00,WSJ,NEGATIVE,0.9945229291915894
Attacks on Libya’s Oil Fields Shake Nation’s Stability, Middle East,2015-03-08 18:43:00,WSJ,POSITIVE,0.8521983027458191
Hungry Market Eats Up Oil Bonds, Markets,2015-03-09 23:22:00,WSJ,NEGATIVE,0.9841267466545105
Mexico’s Pemex Sells Crude Oil to South Korea, Business,2015-03-09 22:40:00,WSJ,NEGATIVE,0.982606053352356
BPZ Files for Bankruptcy as Oil Prices Drop, Business,2015-03-09 21:34:00,WSJ,NEGATIVE,0.9987506866455078
Wrecks Hit Tougher Oil Railcars, Business,2015-03-09 16:33:00,WSJ,NEGATIVE,0.9993693232536316
"Sasol Cuts 1,500 Jobs as Oil Slumps", Business,2015-03-09 13:25:00,WSJ,NEGATIVE,0.9992480874061584
North Carolina Fines Duke Energy $25 million for Coal-Ash Pollution, Business,2015-03-11 02:47:00,WSJ,NEGATIVE,0.9964246153831482
Oil-Price Drop Threatens Iraq Terror Fight, Middle East,2015-03-11 00:29:00,WSJ,NEGATIVE,0.9893369674682617
Oil Prices Drop on Supply Expectations, Oil Markets,2015-03-10 21:01:00,WSJ,NEGATIVE,0.9935777187347412
Duke Energy to Pay $146 Million to Settle Merger Suit, Business,2015-03-10 17:11:00,WSJ,NEGATIVE,0.9616237878799438
Energy Future Wins Approval to Pay Down Debt, Business,2015-03-10 16:39:00,WSJ,POSITIVE,0.9994118213653564
Biofuels Groups Clash on Fuel Standards, Politics,2015-03-11 23:18:00,WSJ,NEGATIVE,0.9985911250114441
Nasdaq to Launch Energy Futures Market, Markets,2015-03-11 22:26:00,WSJ,POSITIVE,0.9739237427711487
3 Workers Killed in West Texas Oil Rig Explosion, Business,2015-03-11 21:19:00,WSJ,NEGATIVE,0.9906201362609863
Oil Prices Fall as Supplies Build, Markets,2015-03-11 20:45:00,WSJ,NEGATIVE,0.9994006156921387
LetterOne Responds to U.K. Objection to Natural-Gas Deal, Business,2015-03-11 19:27:00,WSJ,POSITIVE,0.5035399794578552
Dune Energy to Begin `Swift` Bankruptcy Sale Process, Business,2015-03-11 13:20:00,WSJ,NEGATIVE,0.997249186038971
Oil Deaths Rise as Bakken Boom Fades, Business,2015-03-13 00:46:00,WSJ,NEGATIVE,0.9985687732696533
Oil Prices Fail to Deter Mexico’s Sierra Oil & Gas, Business,2015-03-13 00:04:00,WSJ,NEGATIVE,0.9994305968284607
Tentative Deal to End Strike at U.S. Oil Refineries, Business,2015-03-12 21:19:00,WSJ,NEGATIVE,0.9252774715423584
U.S. Oil Prices Fall to Six-Week Low, Oil Markets,2015-03-12 19:35:00,WSJ,NEGATIVE,0.9994593262672424
Lufthansa Helped by Fuel Costs, Europe,2015-03-12 12:34:00,WSJ,POSITIVE,0.9195601344108582
U.S. Readies New Oil Wave, Markets,2015-03-13 23:21:00,WSJ,NEGATIVE,0.8635875582695007
Oil Price Tumbles, Oil Markets,2015-03-13 21:09:00,WSJ,NEGATIVE,0.9993922710418701
U.S. Oil Rig Count Keeps Falling, Markets,2015-03-13 17:12:00,WSJ,NEGATIVE,0.9992517828941345
Consol Energy Trims Capital Budget, Business,2015-03-13 16:28:00,WSJ,POSITIVE,0.9592434763908386
IEA: Oil’s Rebound May Not Last, Markets,2015-03-13 15:42:00,WSJ,NEGATIVE,0.9997169375419617
Dana Gas Could Recover Overdue Payment From Egypt by 2016, World,2015-03-14 20:43:00,WSJ,NEGATIVE,0.9861494302749634
Asian Buyers Seize on Oil-Price Spread, Markets,2015-03-16 01:14:00,WSJ,NEGATIVE,0.9316705465316772
Iran Deal Could Open Oil Flood Gates, Middle East,2015-03-17 02:24:00,WSJ,NEGATIVE,0.9348328709602356
Oil Hits Six-Year Low, Markets,2015-03-17 01:07:00,WSJ,NEGATIVE,0.9988614320755005
Tensions Flare Over Tanker Seeking Libya Oil, Oil Markets,2015-03-16 17:41:00,WSJ,NEGATIVE,0.9599999189376831
OPEC Warns U.S. Oil Boom Could Decline, Markets,2015-03-16 15:03:00,WSJ,NEGATIVE,0.9988204836845398
Murray Energy to Acquire Controlling Interest in Foresight, Business,2015-03-16 12:54:00,WSJ,POSITIVE,0.9930076599121094
Six Die From Alleged Chlorine-Gas Attack in Syria, Middle East,2015-03-17 23:25:00,WSJ,NEGATIVE,0.9976673126220703
U.S. Oil Prices at Six-Year Low on Storage Concerns, Oil Markets,2015-03-17 21:27:00,WSJ,NEGATIVE,0.9971785545349121
Algerian Attempt to Rally Oil Prices Fails to Ignite, Oil Markets,2015-03-17 16:49:00,WSJ,NEGATIVE,0.9996898174285889
IMF Chief: Fed Tightening Could Roil Emerging Markets, World,2015-03-17 14:22:00,WSJ,NEGATIVE,0.9833967089653015
"Couche-Tard to Buy Shell’s Danish Retail, Commercial Fuels and Aviation Businesses", Business,2015-03-17 13:59:00,WSJ,NEGATIVE,0.9835000038146973
CMA CGM in Talks to Order Container Megaships, Europe,2015-03-17 09:58:00,WSJ,NEGATIVE,0.9759841561317444
"Algeria Discusses Oil Price With Nigeria, Angola", Markets,2015-03-17 09:52:00,WSJ,POSITIVE,0.5150222778320312
Banks Struggle to Unload Oil Loans, Markets,2015-03-19 01:29:00,WSJ,NEGATIVE,0.9956745505332947
Solar-Energy Company Sunrun Preparing for Potential IPO, Business,2015-03-18 20:59:00,WSJ,NEGATIVE,0.7216240167617798
Willbros Group Warns About Impact from Energy Downturn, Business,2015-03-18 19:09:00,WSJ,NEGATIVE,0.8448479175567627
EU Leaders Move to Break Down Energy-Market Barriers, Europe,2015-03-19 21:10:00,WSJ,POSITIVE,0.9741562008857727
Oil Prices Resume Their Fall, Oil Markets,2015-03-19 19:40:00,WSJ,NEGATIVE,0.9765768647193909
Blueshift Capital Caught Out on Oil Market Volatility, Markets,2015-03-19 18:02:00,WSJ,NEGATIVE,0.9974219799041748
Ukraine Wants to Double Gazprom’s Gas Transit Fees, Europe,2015-03-19 17:55:00,WSJ,NEGATIVE,0.9921390414237976
A Brent Benchmark With No Brent Oil?, Oil Markets,2015-03-19 15:49:00,WSJ,NEGATIVE,0.9985091090202332
Pentagon’s F-35 Program Benefits From Lower Fuel Costs, Business,2015-03-19 14:30:00,WSJ,POSITIVE,0.9806053638458252
"Russia, Ukraine Seek Gas-Supply Deal", World,2015-03-20 21:33:00,WSJ,NEGATIVE,0.9815065860748291
Pentagon Cuts Military Fuel Price by 12%, Business,2015-03-20 20:22:00,WSJ,NEGATIVE,0.9873959422111511
"Oil Surges on Weaker Dollar, Drilling Data", Oil Markets,2015-03-20 19:38:00,WSJ,NEGATIVE,0.9946302175521851
Libya’s State Oil Company Declares Independence, Middle East,2015-03-20 18:37:00,WSJ,POSITIVE,0.9818993806838989
U.S. Oil Rig Count Keeps Falling, Markets,2015-03-20 17:18:00,WSJ,NEGATIVE,0.9992517828941345
Oil Prices Rise as Dollar Weakens, Oil Markets,2015-03-23 19:07:00,WSJ,NEGATIVE,0.9945539236068726
Ukraine to Temporarily Stop Buying Natural Gas From Russia, World,2015-03-23 15:55:00,WSJ,NEGATIVE,0.997123658657074
Sunoco Reaches Deal for Energy Transfer Partners Retail Assets, Business,2015-03-23 14:50:00,WSJ,POSITIVE,0.9167048335075378
Oil Prices Retreat as Dollar Gets Boost, Oil Markets,2015-03-24 21:15:00,WSJ,NEGATIVE,0.9918273687362671
China’s Cnooc Shuts Nexen Oil Trading Business, Business,2015-03-24 19:45:00,WSJ,NEGATIVE,0.999548614025116
Chesapeake Energy Cuts Capital Budget, Business,2015-03-24 11:34:00,WSJ,NEGATIVE,0.9823672771453857
Linn Energy Partnering With Private-Equity Firm Quantum to Fund Deals, Business,2015-03-24 11:31:00,WSJ,POSITIVE,0.9862415790557861
Oil Hits 2-Week High on Dollar-Fueled Rally, Oil Markets,2015-03-25 20:06:00,WSJ,NEGATIVE,0.9758483171463013
Kuwait Seen Missing Oil-Production Target, Middle East,2015-03-25 17:57:00,WSJ,NEGATIVE,0.9996633529663086
"Group Sees Oil Price Decline Costing Canadian Energy Revenues, Jobs", Oil Markets,2015-03-25 16:29:00,WSJ,NEGATIVE,0.9972900152206421
Biotech Rally Fuels Bubble Fears, Markets,2015-03-25 15:40:00,WSJ,NEGATIVE,0.9937952756881714
Kraft Deal Fueled by Lean Recipe, Business,2015-03-25 04:01:00,WSJ,POSITIVE,0.9978265166282654
Oil Producers Sound Retreat From China, Business,2015-03-26 21:59:00,WSJ,NEGATIVE,0.9994063377380371
U.K and Norway to Build $2.2 Billion Electricity Link, World,2015-03-26 15:26:00,WSJ,POSITIVE,0.9146479964256287
Fossil Fuel Free Is No Country for the Poor, Commentary,2015-03-27 21:56:00,WSJ,POSITIVE,0.9244054555892944
Retail Investors Fuel Surge in Chinese Stocks, Markets,2015-03-27 21:05:00,WSJ,POSITIVE,0.991428554058075
Oil Prices Fall Sharply, Oil Markets,2015-03-27 19:54:00,WSJ,NEGATIVE,0.9996036887168884
U.S. Oil Rig Count Falls Again, Markets,2015-03-27 17:29:00,WSJ,NEGATIVE,0.9996399879455566
Some Energy Companies Find the Going Tough, Markets,2015-03-27 04:06:00,WSJ,NEGATIVE,0.9972522854804993
Energy’s New Legal Threat: Earthquake Suits, Business,2015-03-30 17:22:00,WSJ,NEGATIVE,0.9919623732566833
Battered Oil Shows Signs of Life, Oil Markets,2015-03-31 20:18:00,WSJ,NEGATIVE,0.9935651421546936
ADM to Adopt No-Deforestation Policy for Soy and Palm Oil, Business,2015-03-31 16:15:00,WSJ,POSITIVE,0.9284976720809937
Warburg Pincus Commits Up to $500 Million to Oil and Gas Startup, Markets,2015-03-31 15:46:00,WSJ,NEGATIVE,0.9950254559516907
Russian Gold Miner Watches Oil Price, Europe,2015-03-31 11:42:00,WSJ,POSITIVE,0.9477148652076721
U.S. Oil Prices Jump 5.2%, Oil Markets,2015-04-01 21:00:00,WSJ,NEGATIVE,0.964328408241272
How Iranian Nuclear Deal Would Affect Oil Markets, Middle East,2015-04-03 03:42:00,WSJ,NEGATIVE,0.9859033823013306
Iran Sanctions Aren’t Only Block for Western Oil Companies, Middle East,2015-04-03 02:48:00,WSJ,NEGATIVE,0.9654869437217712
Nigeria Is a Case Study in the Curse of Oil, Commentary,2015-04-02 23:19:00,WSJ,POSITIVE,0.7906362414360046
U.S. Military Planes Cleared to Refuel Saudi Jets, World,2015-04-02 21:36:00,WSJ,NEGATIVE,0.9061535596847534
Oil Falls on Iran Agreement, Oil Markets,2015-04-02 19:49:00,WSJ,NEGATIVE,0.9905465841293335
U.S. Oil Rig Count Declines Again, Oil Markets,2015-04-02 17:24:00,WSJ,NEGATIVE,0.9996034502983093
Court Decision Foils Insider-Trading Cases, Markets,2015-04-03 21:14:00,WSJ,NEGATIVE,0.907447099685669
Duke Energy to Pay Virginia $2.5 Million Over Coal Ash Spill, Business,2015-04-03 20:45:00,WSJ,NEGATIVE,0.9643216729164124
A Brief History of the Iranian Oil Industry, World,2015-04-03 12:10:00,WSJ,POSITIVE,0.9987397789955139
Recycling Is Tougher Sell as Oil Prices Drop, Markets,2015-04-06 00:19:00,WSJ,NEGATIVE,0.9962342381477356
A Reckoning With Weak Oil Prices, Europe,2015-04-05 22:00:00,WSJ,NEGATIVE,0.9996682405471802
Calling Obama’s Bluff on Climate Change, Commentary,2015-04-06 23:10:00,WSJ,NEGATIVE,0.9567746520042419
U.S. Oil Prices Rise to 2015 High, Oil Markets,2015-04-07 21:46:00,WSJ,POSITIVE,0.9814192056655884
Saudi Oil Output to Stay at About 10 Million Barrels a Day: Minister, Oil Markets,2015-04-07 20:05:00,WSJ,NEGATIVE,0.9044699668884277
"Libya’s War Rages, but Eni Keeps Pumping Oil", Business,2015-04-07 17:34:00,WSJ,NEGATIVE,0.7684374451637268
Iranian Officials Travel to Beijing to Discuss Oil Deals, Business,2015-04-07 17:33:00,WSJ,POSITIVE,0.9765015244483948
"Murray Energy, Foresight Modify Deal Terms", Business,2015-04-07 12:13:00,WSJ,POSITIVE,0.993057370185852
"EU to Host Russia, Ukraine Gas Talks", Europe,2015-04-07 11:25:00,WSJ,POSITIVE,0.8050616383552551
China Cosco to Order at Least 10 Triple-E Megaships, Business,2015-04-07 10:45:00,WSJ,POSITIVE,0.9703577756881714
Oil Slides as Supplies Soar, Oil Markets,2015-04-09 00:20:00,WSJ,NEGATIVE,0.9580422043800354
Shell-BG Deal Would Create Gas Giant, Business,2015-04-08 23:20:00,WSJ,NEGATIVE,0.9384883642196655
Mexico Shuts Gas Distribution Plant Linked to Hospital Blast, Business,2015-04-08 23:08:00,WSJ,NEGATIVE,0.9990493655204773
Australia Aims to Plug the Gap in Emergency Oil Supply, Oil Markets,2015-04-08 08:59:00,WSJ,NEGATIVE,0.9899144172668457
Obama Offers $20 Million in Energy Aid to Caribbean, World,2015-04-09 23:43:00,WSJ,POSITIVE,0.9679925441741943
The State Electricity Revolt, Review & Outlook,2015-04-09 23:17:00,WSJ,NEGATIVE,0.9982859492301941
Asia’s Oil Giants Unlikely to Wade Into Mergers Soon, Markets,2015-04-09 20:33:00,WSJ,POSITIVE,0.9150252342224121
Oil Prices Regain Ground, Oil Markets,2015-04-09 19:33:00,WSJ,NEGATIVE,0.9563867449760437
